Sequence,Author
"[ -1.  -1.  -1.  41.  78.  12.  12.  12.  12.  12. 156. 144.  44.  13.
  92.  13. 127. 127.  44.  41.  78.  12.  12.  12.  12.  12. 156. 144.
  44.  13.  92.  13. 127. 127.  44.  33.  41. 172. 127. 140. 127.  13.
  92.  80.  41.  44.  44.  47.  41.  12.  12.  47.  28.  92.   7.  92.
  28.  79.  79.   9. 125. 109.  44.  44.  44.  32.  32.  32.]",0
"[  0.  12.  28.  12.  12.  47.  12.  88.  92.  92.  28.  28.  13.  12.
  12.   0.  88.  12.  93.  47.  78.  12.  92.  64.  92.  28.  12.  12.
  28.  12.  92.   0.   5.  92.  92.  44. 127. 125.  47. 145.  13. 125.
  12.  13.  15. 124. 124. 112. 112.  73.  13. 159.  28.  28.  28. 112.
  12.  12.  93.  28.  93.  77.  12.   0.]",0
"[ -1.  -1.  -1.  65.  28.  28.  28.  12.  28. 172.  77. 137.  12.  92.
  47. 125. 125.  44.  13. 159.  28.  28.  28.  12.  28. 172.  77. 137.
  12.  92.  47. 125. 125.  44.  13.   5.  28.  13.  92.  28.  93.  28.
  28.  88.  92.  28.  14.  44.  60.  12.  12.  69.  69. 125.  45. 159.
  78.  44. 125. 157. 125.  28.  13. 124.  78.  12.  92.  64.  64.  64.
  64.  -1.]",0
"[ -1.  -1.  -1.   0.  28.  12.  12.  28.  47.  78.  78.  88.  47.  93.
  12.  12.  12.   0.   0.   0.  28.  12.  12.  28.  47.  78.  78.  88.
  47.  93.  12.  12.  12.   0.   0.  47.  12. 159.  92.  13.  28.  12.
  12. 112.  12.  47.  78.  78.  47. 156.  92.  24.  47.  28.  28.  28.
  12.   0.   0.   0.]",0
"[ -1.  -1.  -1.  88. 159.  12.  28.  28.  13.  12.  12.  88. 159.  13.
 190.  76. 159.  45. 124.  77. 159.  92.  47.  28.  15. 124. 124.  77.
  78.  28.  28.  12.  93.  77.  12.   0.]",0
"[ -1.  -1.  -1. 145. 145.  92.  92.  92.  92. 172.  78.  64.  64.   5.
 159.  28.  12.  28.  47.  92.  92. 145. 145. 145. 145.  92.  92.  92.
  92. 172.  78.  64.  64.   5. 159.  28.  12.  28.  47.  92.  92. 145.
 145.  92.  92.  12.  12.   5.  47.  93.  12.   0.  12.  12.  78.  78.
  47.  12. 156. 144.]",0
"[ -1.  -1.  -1. 145.  12.  78.  78.  78.  78.  12.  12.  39.  79.  78.
  12. 156.  12.  93. 156.  92.  12.  78.  78.  78.  78.  12.  12.  39.
  79.  78.  12. 156.  12.  93. 156. 159.  13.  13. 124.  78.  12.  92.
  92. 106. 124. 159.  76.  79.  12. 159. 124. 119.  28.  28.  12.  12.
  12.  13.  47.  78. 156. 144. 144. 144.]",0
"[ -1.  -1.  -1.   0.  12.  93.  12.  12.  92.  92.  13. 125.  12.   0.
   0.  47.  47.  92.  28.  12.  12.  12.  28.  28.  12.   0.   5.  92.
  92.  47.  47.  92.   5.  88.  47.  28.  12.  13.  92.  80.  28.  28.
  12.  12.  92.  28.  93.  12.  79.  45. 124.  15. 124. 112.  77. 125.
  78.  92.  13.  93.  12.   0.   0.   0.]",0
"[ -1.  -1.  -1.   0.  12.  12.  28.  13. 159.  28.  28.  12.  12.  15.
  15. 124.  12.  39. 124.  88.  28.  28.  28.  28.  13.  12.  12.   0.
  12.  12.  28.  13. 159.  28.  28.  12.  12.  15.  15. 124.  12.  39.
 124.  88.  28.  28.  28.  28.  13.  12.  12.   0.  12. 112.  12.  88.
  73. 159.  12.  47.  47.  13.  28.  93.  12.  28.  28. 125.  12.  12.
  28.  28.  12. 159. 159.  12.  28.  28.  28.  28.  13.  45.  12.   0.]",0
"[ -1.  -1.  -1.   0.  12.  12.  28.  13. 159.  28.  28.  12.  12.  15.
  15. 124.  12.  39. 124.  88.  28.  28.  28.  28.  13.  12.  12.   0.
  12.  12.  28.  13. 159.  28.  28.  12.  12.  15.  15. 124.  12.  39.
 124.  88.  28.  28.  28.  28.  13.  12.  12.   0.  12. 112.  12.  88.
  73. 159.  12.  47.  47.  13.  28.  93.  12.  28.  28. 125.  12.  12.
  28.  28.  12. 159. 159.  12.  28.  28.  28.  28.  13.  45.  12.   0.]",0
"[ -1.  -1.  -1.   0.   1. 146. 146. 148. 116. 148. 146. 146. 180.  82.
  66.  34.   0. 148.  35. 112.   1. 146.  36.  34. 146.  36.   0.  67.
 180. 146. 146. 148. 116. 148. 146. 146. 180.  82.  66.  34.   0. 148.
  35. 112.   1. 146.  36.  34. 146.  36.   0.  64.  65.  35. 148.  82.
   1. 132. 148.  20.   2.  34. 132.   1. 148.  12. 132.  68.  20. 148.
  66.  20.  20. 100.   3.  36.  68.  65. 146.   1. 180. 178.  82.   0.]",0
"[ -1.  -1.  -1.   5.  12.  92.  12.  12.  92. 125.  92.  13. 159.  28.
 125.  28.  92.  76.  76.  12.  93. 125.  28.  13.  13.  12.  12.   5.
  12.  92.  12.  12.  92. 125.  92.  13. 159.  28. 125.  28.  92.  76.
  76.  12.  93. 125.  28.  13.  13.  12.  12.  12.  93.  78.  12.  15.
  12.  13. 159. 119.  12.  12.  12.  28.  47.  12.  12. 156.  44. 125.
  78.  28.  15. 124.  12.  12.  79.  15. 190. 190. 157.  44. 124.  12.
  12.  12.  92.  71.  78.  12.  12.  12.  15. 141.  92. 158.  92.  92.
  28.  12.  73.   8.  12.   0.]",0
"[ -1.  -1.  -1.   0.  13.  28.  28.  92.  12. 112.  12.  92. 124. 112.
 112.  12.  92.  92.  12.  28.  12.  12.  12.   0.   0.   0.  12.  28.
  28.  12.  28.  93.  79. 124. 159. 120. 124. 112. 112.  78.  79. 124.
  28.  13. 159. 125.  78.  78.  78.  64.  64.  78. 157.  47.  28.  93.
  28.  15. 124. 112. 112. 157.  13.  28.  12.  28.  28.  28.  12.   0.
   0.   5.  12.  28.  28.  13.  28. 124.  15.   8.  12.  13. 124. 112.
 112.  12.  28.  93.  12.  12. 125. 125.  12.  28.  46. 124.  12.   0.
   0.  12.  12.  12.  28.  92.  92.   0.   0.  12.  12.  47.  47.   8.
  12.   0.   0.   0.]",0
"[ -1.  -1.  -1.   0.  92.  28.  28.  92.  12. 112.  12.  92. 124. 112.
 112.  12.  92.  92.  12.  13.  47.  12.  12.   0.   0.   0.  12.  28.
  92.  12.  12.  12.  28. 159. 159. 120. 124. 112. 112.  65. 159. 159.
  12.  13. 159. 125.  78.  78.  78.  64.  64.  92.  12.  47.  12.  93.
  28.  15. 124. 112. 112.   0.  92.  92.  12.  92.  92.  12.  12.   0.
   0.   0.  12.  47.  13.  92. 125. 124.  13.   8.  12.  13. 124. 112.
 112.  88. 159.  93.  12.  12. 157. 125.  12.  47.  60. 124.  12.   0.
   0.  12.  12.  12.  28.  92.  92.   0.   0.  12.  12.  47.  47.   8.
  12.   0.   0.   0.]",0
"[ -1.  -1.  -1.  73. 125.  12.  13.  28.  12.  12.   5. 159. 159. 157.
 125. 125.  44.  44.  44.  47.  47. 127.  92.  28.  12.  92.   5. 159.
 159.  12. 125. 127. 127.  44.  44.  47.  12. 159.  12.  12.  69. 152.
  92.   5.  13. 124.  12.  28.  28.  78.  12.  92. 159.  28.  28. 125.
  44.  44.  44.  47.  47. 127. 110. 127. 127. 127.  44.  32. 124. 159.
  12.  28.  47.  12. 156. 144.]",0
"[ -1.  -1.  -1.  64.  92.  78.  12.  92.  12.  28.  78.  92.  93.  12.
 127. 157.  47.  30.  78.  92.  92.  78.  12.  92.  12.  28.  78.  92.
  93.  12. 127. 157.  47.  30.  78. 158.  92. 125.  78.  78.  13.  77.
  12.   5.  12.  12.  78.  78.  47.  12.  92.  80.  45. 124.  15.  45.
 124. 119.  12.  92.  13. 127. 127.  47.  78.  77.  12.  78.  47.  12.
 156. 144.]",0
"[ -1.  -1.  -1.  64.  92.  78.  12.  92.  12.  28.  78.  92.  93.  12.
 127. 157.  47.  30.  78.  92.  92.  78.  12.  92.  12.  28.  78.  92.
  93.  12. 127. 157.  47.  30.  78. 158.  92. 125.  78.  78.  13.  77.
  12.   5.  12.  12.  78.  78.  47.  12.  92.  80.  45. 124.  15.  45.
 124. 119.  12.  92.  13. 127. 127.  47.  78.  77.  12.  78.  47.  12.
 156. 144.]",0
"[ -1.  -1.  -1. 145.  12.  28.  12.  12.  13.  93.  12.   5.  12.  78.
   8.  47.  47. 156.  12. 145.  12.  28.  12.  12.  13.  93.  12.   5.
  12.  78.   8.  47.  47. 156.  12.  12.  12.  13.  28.  78.  78.  12.
  12. 159.  13.  47.  79.  15.  12.  45. 124.  15.  79.  77.  12.  28.
  28.  78. 156. 144.]",0
"[ -1.  -1.  -1.   5.  28.  78.  12. 159.  76. 189.  76. 141.  77.  30.
  44.  30.  78.  47.  45.  76. 156. 144. 144. 157.  28.  78.  12. 159.
  76. 189.  76. 141.  77.  30.  44.  30.  78.  47.  45.  76. 156. 144.
 144. 156.  92.  28.  12. 159.  28. 125.  12.   0.  12.  46. 190.  78.
 190.  94. 156. 144. 144.  -1.  -1.  -1.]",0
"[  0.  12.  28.  12.  12.  47.  47.  12.  12.  67.  12.  12.  92.  28.
  93.  28.  47.  12.  12.   0.   0.  12.  28.  12.  12.  47.  47.  12.
  12.  67.  12.  12.  92.  28.  93.  28.  47.  12.  12.   0.   0. 159.
 156.  12.  15.  79.  12.  13. 124. 112.  88.  28.  12.  13.  15.  12.
  12. 124. 124. 112. 112.  12.  12.  12.  12.  13.  28.  37.  73. 159.
  28.  12.  28.  28.  47.  12.  12.   0.   0.   0.]",0
"[ -1.  -1.  -1.  88. 159.  12.  28. 125.  92.  12.  12.  12.  78.  28.
  28.  28.  92.  92.  13.  12.  12.   0.   0.  88. 159.  12.  28. 125.
  92.  12.  12.  12.  78.  28.  28.  28.  92.  92.  13.  12.  12.   0.
   0.   0.  12.  12.  92.  92.  13. 141.  92. 159.  79.  45.  12.  12.
  12.  13. 124.  73. 159. 124.  28.  28.  12.  12.  12.  12.  78.  28.
  28.  28.  92.  92.  13.  12.  12.   0.   0.   0.]",0
"[ -1.  -1.  -1.  88. 159.  12.  28. 125.  92.  12.  12.  12.  78.  28.
  28.  28.  92.  92.  13.  12.  12.   0.   0.  88. 159.  12.  28. 125.
  92.  12.  12.  12.  78.  28.  28.  28.  92.  92.  13.  12.  12.   0.
   0.   0.  12.  12.  92.  92.  13. 141.  92. 159.  79.  45.  12.  12.
  12.  13. 124.  73. 159. 124.  28.  28.  12.  12.  12.  12.  78.  28.
  28.  28.  92.  92.  13.  12.  12.   0.   0.   0.]",0
"[ 12.  12.  92.  47.  78.  78.  30.  12. 156. 156.  64.  64.  69.   5.
 159.  13. 190. 156.  92.  47.  78.  92. 145. 145. 159.  65.  79.  12.
  12.  15. 124. 159.  13. 124. 112. 112. 112. 157.  44.  60.  92. 190.
  12.  92. 159.  76.  64.  64.  12.  73.  73.  12. 185.  93.  78.  71.
  13.  92.  64.  64.  92.  12.  12.  12.  38.  78.  78.  12. 156.  12.
  64.  64.  92.  41.  12.  12. 125.  78.  92.  47.  78. 156. 144. 144.]",0
"[ -1.  -1.  -1. 145. 145.  92. 159.  13.  78.  64.  64.  73.  13. 141.
  12.  47.  78.  64.  64.  64.  92.  12.  12. 159.  13.  93.  12. 159.
  92.  94.  15.  78.  28.  12.  88.   0.  12.  12.  12.  12.  15.  15.
 124. 119.  12.  77.  78.  47.  47. 156. 156. 144.]",0
"[ -1.  -1.  -1.   0.   0.   7.  28. 127.  92.  80. 172.  56.  78.  12.
  45.  79.  12.  13.  47.  12. 124. 190. 124.  77.  12.  41. 145. 145.
  47.  12.  13.  28.  12.  13.  47.   0.   0.   7.  28. 127.  92.  80.
 172.  56.  78.  12.  45.  79.  12.  13.  47.  12. 124. 190. 124.  77.
  12.  41. 145. 145.  47.  12.  13.  28.  12.  13.  47.  12. 112. 119.
  78. 125.  12.  13.  47.  12. 112. 119.  78. 125.  12.  13.  47.   0.
   0.   7.  28. 127.  92.  93.  12. 157.  44. 127. 158. 110.  44. 125.
  60.  13.   0.   7.  28. 127.  92.  93.  12. 157.  44. 127. 158. 110.
  44. 127.  60.  78.  92.   5.  13.  44.  44.  47.  78.  78.  78.  12.
  45.  79.  12.  13.  47.   0.]",0
"[ -1.  -1.  -1.   0.   0.   7.  28. 127.  92.  80. 172.  56.  78.  12.
  45. 124.  12.   0.   0.  12. 124.  39.  12.  77.  12.  41. 145. 145.
  47.  12.  13. 159.  12.   0.   0.   0.   0.   7.  28. 127.  92.  80.
 172.  56.  78.  12.  45. 124.  12.   0.   0.  12. 124.  39.  12.  77.
  12.  41. 145. 145.  47.  12.  13. 159.  12.   0.   0.  12. 112. 119.
  78.  78.  12.   0.   0.  12. 112. 119.  78.  78.  12.   0.   0.   0.
   0.   7.  28. 127.  92. 125.  92. 157.  44. 127. 158. 144.  44.  33.
  33.  13.   0.   7.  28. 127.  92. 125.  92. 157.  44. 127. 158. 144.
  44.  33.  33.  78.  92.   5.  13.  44.  44.  47.  78. 125.  78.  12.
  45. 124.  12.   0.   0.   0.]",0
"[  0.  12.  12.  15.  13.  15. 124. 124. 159.  28.  12.  12.  12.  12.
  12.   0.   0.  12.  12.  15.  13.  15. 124. 124. 159.  28.  12.  12.
  12.  12.  12.   0.  88.  92.  28. 125.  12.  12.  12.   0.  73.  73.
  92.  92.  92.  92.  12. 112.  12.  13.  28.  13.  92.  30.  77. 111.
  92. 145.   5.  92.  92.  92.  12.  12.  12.  37.  12.   0.]",0
"[  0.  12.  12.  15.  13.  15. 124. 124. 159.  28.  12.  12.  12.  12.
  12.   0.   0.  12.  12.  15.  13.  15. 124. 124. 159.  28.  12.  12.
  12.  12.  12.   0.  88.  92.  28. 125.  12.  12.  12.   0.  73.  73.
  92.  92.  92.  92.  12. 112.  12.  13.  28.  13.  92.  30.  77. 111.
  92. 145.   5.  92.  92.  92.  12.  12.  12.  37.  12.   0.]",0
"[ -1.  -1.   0.   5. 145.  12.  28.  93.  12.  13.  13.  12.  12.   0.
   0.   0.   0.  13. 124.  37.  37.  12.  13.  13. 124. 112.  77.  92.
 145.  88. 172. 180.  12.  79. 124. 124. 112. 112.  77.  78.  28.  12.
  13. 141.  78.  13.  13.  28.  92.   0.   0.]",0
"[ -1.  -1.  -1.  12.  12.  92.  92.  12.  78.  47.  78.  64.  64.  65.
 159.  28.  12.  92.  47.  47.  13. 145. 145.  12.  12.  92.  92.  12.
  78.  47.  78.  64.  64.  65. 159.  28.  12.  92.  47.  47.  13. 145.
 145.  92.  92.  28.  12.  73.  13.  93.  88.   5.  12.  12.  78.  78.
  47.  12. 156. 144. 144. 144.  -1.  -1.]",0
"[ -1.  -1.  -1.   0.  92.  28.  28.  92.  93. 112.  12. 159. 124. 112.
 112.   0.  92.  28.  28.  28.  12.  12.  12.   0.  12.  28.  28.  28.
 159. 124.  15.  15. 124. 112. 112. 119.  28.  47.  12.  13. 125. 125.
  78.  78.  78.  64.  64.  47. 157.  44. 124.  93.  28.  15. 124.  12.
  92.  92.  12.  28.  28.  28.  12.  92.  47.  47.  47.  13.  13. 124.
  12. 124. 124. 112. 112. 119.  92.  28.  12.  47.  44.  60.  28. 125.
  60.  77.  12.  12.  12.  73.  92. 159.  92.  12.  12.  12.  13.  93.
  12.   0.]",0
"[ -1.  -1.  -1.   0.  92.  28.  28.  92.  93. 112.  12. 159. 124. 112.
 112.   0.  92.  28.  28.  28.  12.  12.  12.   0.  12.  28.  28.  28.
 159. 124.  15.  15. 124. 112. 112. 119.  28.  47.  12.  13. 125. 125.
  78.  78.  78.  64.  64.  47. 157.  44. 124.  93.  28.  15. 124.  12.
  92.  92.  12.  28.  28.  28.  12.  92.  47.  47.  47.  13.  13. 124.
  12. 124. 124. 112. 112. 119.  92.  28.  12.  47.  44.  60.  28. 125.
  60.  77.  12.  12.  12.  73.  92. 159.  92.  12.  12.  12.  13.  93.
  12.   0.]",0
"[145. 159.  78.  78.  47.  78.  12. 145. 159.  15.  15.  12.  12.  12.
  12.  64.  78.  47.  12. 156.  12. 145. 145. 145. 145. 159.  78.  78.
  47.  78.  12. 145. 159.  15.  15.  12.  12.  12.  12.  64.  78.  47.
  12. 156.  12. 145. 145. 145.  69. 159.  12.  12.  13.  93.  12.   0.
   0. 159. 124.  12.  12. 159. 159. 159.  76.  64.  92. 159.  28.  47.
  47.  78. 156. 144. 144. 144.]",0
"[ 69.  69.  78.  78. 172.  78.  12. 145. 159.  15. 124.  12.  47.  47.
  78.  64.  78.  47.  47.  12.  13. 145. 145. 145.  69.  69.  78.  78.
 172.  78.  12. 145. 159.  15. 124.  12.  47.  47.  78.  64.  78.  47.
  47.  12.  13. 145. 145. 145. 145.  12.  78.  28.  47.  93.  12.   0.
  88.  15. 124.  12.  76. 190.  92. 190.  76.  64.  12.  12.  78.  78.
 172.  78. 156. 144. 144. 144.]",0
"[145. 145.  78.  78.  77.  77.  12. 156.  69.  45. 124.  12.  12.  47.
  78.  78.  78.  12.  47.  45. 157.  44.  44. 144.  24. 145.  78.  78.
  77.  77.  12. 156.  69.  45. 124.  12.  12.  47.  78.  78.  78.  12.
  47.  45. 157.  44.  44. 144. 156.  12.  28.  28.  45. 124.  12.  28.
  12.  15. 124.  12.  76. 190. 159.  76.  76.  71.  13.   5.  78.  78.
  79.  79. 157.  44.  44. 144.]",0
"[132.   8.  12.  64. 132.   8.  12.  64.  20.  44.  60. 180.  41. 172.
  78.  77. 156. 157.  44.  47. 190.  71. 157. 157.  13. 172. 125.  93.
  12. 159.  12.  71.  92.  30.  47.  12. 152.  69.  45.  77. 156.  12.
  12.  12.  78.  78.  12.  47.  47.  47.  12.  78.  12.  12. 126.  13.
   8.   8.  78.  30. 190.  92.  28.  12.  78.  13.  44.  60. 125.  12.
  12.  64. 132.   8.  12.  64.  20.  44.  60. 180.  41. 172.  78.  77.
 156. 157.  44.  47.  12.  71. 157. 157.  13. 172. 125.  93.  12. 159.
  12.  71.  92.  30.  47.  12. 152.  69.  45.  77. 156.  12.  12.  12.
  78.  78.  12.  47.  47.  47.  12.  78.  12.  12. 126.  13.   8.   8.
  78.  30. 190.  92.  28.  12.  78.  13.  44.  60.  44. 144.   5. 109.
  60. 180.  41. 172.  78. 156.  12. 141. 108.  92.  44.  13.  13.  28.
 159.  28.  13.  13.  47.  12.  12.  47. 180. 159. 124. 125.  44. 141.
  12. 190.  76.  77.  13.  12.  15. 190. 190.  92.  15. 191.  44.  78.
  78.  47. 141. 141. 141.  78.  45. 141.  12.  12.  44.  47.  12.  71.
 157. 157.  13. 172. 125.  93.  12. 159.  12.  71.  92.  30.  47.  12.
 152. 144.]",0
"[145.  47.  28.  12.  13.  77.  78.  12.  78.  78.  71.  12. 145.  13.
  92. 125.  92.  78.  28. 125.  12.   0.   0.   0.   0.  12.  15.  12.
  12.  15.  15.  15.  12.  12. 124. 124.  73. 159. 159. 159. 159.  76.
 159. 190.  72. 137.  64.  64.  76. 157. 127. 127.  58. 125. 125. 127.
 127. 127.  44.  44.  40.  47.  47.  78.  12. 159.  13.  60.  88. 125.
  30.  12.  92. 109. 125.  47.  78.  12.  78.  47.  12.  44. 144. 144.]",0
"[ 34. 100.   8.  60.  20.  12.  92.  78. 172.  78.  77.  73.  41.  12.
  92. 125.  77.  78.  12.  12.  92.  14. 110.  44.  44.  78. 125.  12.
  47.  47.  13.  13.  47.  93.  12.  60.  28.  92.  47.  12.  47.  12.
   5.  28.  47.  60.  12.  12.  12. 119.  12.   0.  73. 180.  12.  37.
   5. 124.  37.  37. 124.  60. 124. 124. 127.  15.  46.  46.  45.  45.
  47.  30.  78.  77.  77.  12.  13.  12. 159.  92.  92. 159. 190. 142.
  78.  30.  30. 156. 110.  92.  47. 127.  60. 127. 125. 125.  47.  28.
  60. 127. 157. 125.  44.  44.  44.  30.  40.  88.  40. 144. 144.]",0
"[ -1.  -1.  -1. 145.  47.  47.  77.  77.  12.  92.  92.  69.  12.  12.
  92.  64.  92.  12.  12.  93. 125.  93.  12.  12.  28.  93.  12.   5.
  28.  47.  28.  12.  13. 158.  92. 158. 127.  30.  78.  12.  78.  78.
  12. 156. 156. 144. 144. 144.]",0
"[ -1.  -1.  -1.   0.  92.  92.  28.  12.  13.  93.  12.  12.  12.  12.
  12. 156.  12.   3.   3.   5.  92.  92.  28.  12.  13.  93.  12.  12.
  12.  12.  12. 156.  12.   3.   3.   5.  28.  28.  28.  28.  93.  13.
  47.   0.  92.  92.  28.  60.  44. 144. 144.  44. 124.  12.  15.  15.
  12.  45. 124.  12.  92.  92.  13.  93.  88.   0.   0.   0.]",0
"[ -1.  -1.  -1.   0.  92.  92.  28.  12.  13.  93.  12.  12.  12.  12.
  12. 156.  12.   3.   3.   5.  92.  92.  28.  12.  13.  93.  12.  12.
  12.  12.  12. 156.  12.   3.   3.   5.  28.  28.  28.  28.  93.  13.
  47.   0.  92.  92.  28.  60.  44. 144. 144.  44. 124.  12.  15.  15.
  12.  45. 124.  12.  92.  92.  13.  93.  88.   0.   0.   0.]",0
"[ -1.  -1.  -1.   0.  92.  92.  28.  12.  13.  93.  12.  12.  12.  12.
  12. 156.  12.   3.   3.   5.  92.  92.  28.  12.  13.  93.  12.  12.
  12.  12.  12. 156.  12.   3.   3.   5.  28.  28.  28.  28.  93.  13.
  47.   0.  92.  92.  28.  60.  44. 144. 144.  44. 124.  12.  15.  15.
  12.  45. 124.  12.  92.  92.  13.  93.  88.   0.   0.   0.]",0
"[ -1.  -1.  -1.  88.  92.  92.  13.  13.  13.  12.  12.  13.  15. 125.
  60.  28.  47.  78.  12.  88.  92.  92.  13.  13.  13.  12.  12.  13.
  15. 125.  60.  28.  47.  78.  12. 159.  79.  45.  46.  79. 157.  79.
  12.  12.  15. 190.   6. 190.  45.  45.  76.  92.  92. 190.  76. 159.
  15.  79.  92.  92.  79.  77.  77.  47. 159.  76. 156. 144.]",0
"[ 47.  12.  93.  28.  47. 125.  12.  67.  12. 124.  15.  79.  12. 159.
   6. 124. 124. 112.  12.  47.  92.  47. 157.  44.  47. 145.  28.  12.
  28.  28.  12.  13.  13.  77.  12.   0.  47.  47.  92.  13.  47. 156.
  92. 145.  13.  28.  92.  92.  13.  12.  12.   0.]",0
"[159.  28.  28.  12.  93.  28.  28. 112.  12.  28.  28.  12.  13.  93.
  92.   0.  88.  28.  28.  12.  93.  28.  28. 112.  12.  28.  28.  12.
  13.  93.  92.   0.  12.  12.  44. 127.  60. 127.  44.  33.  33.  13.
  92.  28. 172.  28.  88.  80.  92.  28.  28.  12.  92.  92.  15.  37.
  12.  28. 125.  28.  13.  12.  88.   0.   0.  -1.  -1.  -1.]",0
"[ -1.  -1.  -1.   0.  92.  92.  28.  12.  13.  93.  12.  12. 156.  12.
  12. 156.  12.   3.   3.   5.  92.  92.  28.  12.  13.  93.  12.  12.
 156.  12.  12. 156.  12.   3.   3.   5.  28.  28.  28.  28.  93.  13.
  47.   0.  92. 158. 127.  60.  44. 144. 144.  44. 124. 124.  13.  15.
 157.  44. 124.  12.  28.  12.  13.  37.  88.   0.   0.   0.]",0
"[ -1.  -1.  -1. 151.  44.  46.  76.  64.  77.  77.  12.  41.  78.  78.
  92.  64.  92.  12.  12.  28.  13.  60.  28.  15.  13.  12.  12.   5.
 141.  78.  93.  12.  13. 158.  13.  44.  44.  40.  44.  24.  12.  12.
  45.  77. 156. 144. 144. 144.]",0
"[ -1.  -1.  -1.   5.  28.  28.  28.  12.  13. 124.  12. 159.  92.  47.
  47.  12.   5. 145. 145.   5.  28.  28.  28.  12.  13. 124.  12. 159.
  92.  47.  47.  12.   5. 145. 145.   5. 190.  76. 159. 190.  12.  92.
  28.   7.  28. 127. 127.  44.  88.  40. 144.  44. 124.  28.  79.  15.
 157.  44. 124.  12.  12.  12.  13. 127.  78.  12.  92.  64.]",0
"[ -1.  -1.  -1. 145.  47.  47.  78.  71. 141. 190.  12. 145.  78.  78.
  92.  64.  92.  47.  12.  13.  12.  30.  47.  13. 124.  12.  12.   5.
  28. 190. 190.  78.  12.  47.   5.  92.  28.  93.  12.   0.  78.  78.
  76.  76. 156. 144. 144. 144.]",0
"[ -1.  -1.  -1. 145.  12.  12.  12.  12.  47.  12.  12. 145. 159. 125.
 125.  12.  78.  78.  78.  77.  12. 159.  12.  28.  94.  76. 156.  44.
  15.  76.  76. 190. 159. 159.  76.  15.  15.  15. 124.  28.  92.  28.
  12. 157.  47.  78.  12.  13.  45.  76. 156. 144.]",0
"[145.  12.  12.  12.  12.  92.  92.   7.  92.  92.  28.  12. 119.  12.
  12.   0.   0.  12.  93.  92.  78.  78.  92.  64.  92.  12.  12.  47.
  47.  47.  78.  71.  12.  47.  28.  28.  28.  12.  12.   0.  13. 124.
  12. 124. 127.  44.  12. 112.  73. 159.  47. 172. 127.  44.  30.  33.
  13.  92.  28.  12.  13. 125.  12.   0.]",0
"[ -1.  -1.  -1.   8.  12.  12.  78.  78. 141. 190.  12.   5.  13.  47.
  12.  64. 159.  28.  12.  13.  47.  60.  28.  12.  13.  28.  12.   5.
 190. 190. 190.  65.  79. 125. 127. 109.  44.  60.  44. 157. 159.  78.
  38.  78. 156. 144. 144. 144.]",0
"[ -1.  -1.  -1.   0.   0.   0.  92.  92.  92. 145. 145. 145.  47.  41.
  13.  12.  12.   0.   0.   0.   0.   0.  92.  92.  92. 145. 145. 145.
  47.  41.  13.  12.  12.   0.   0.  47.  12. 159.  13.  39. 124. 124.
 112. 119.  12.  12.  12.  13. 124. 112. 112. 112.  12.  13. 159. 157.
 127.  60.  47. 158.  92.  92.  13. 124.  12.   0.   0.   0.]",0
"[ 64.  64.  92. 159.  28.  47.  78.  64.  92.  47. 127. 158.  44.  47.
  92.  64.  92.  92.  92.  47.  44.  44.  44. 144.  44. 127.  46.  11.
  46. 126.  44. 144.  24.  12.  12.  47.  28. 159.  88.  80.  92.  12.
  12. 159.  13.  47.  78.  64.  92.  92. 159.  28.  44.  44.  44. 144.
  44.  13.  92. 158.  92.  28.  78.  13.  92.  64.  64.  64.]",0
"[ -1.  -1.  -1.   0.  12.  12. 159.  12.  92. 125.  92.  92.  28.  28.
  28.  28.  28. 172. 125.  88.  92. 125.  28.  12.  47.  45.  13.  92.
  92.   0.   0.   0.  12.  12. 159.  12.  92. 125.  92.  92.  28.  28.
  28.  28.  28. 172. 125.  88.  92. 125.  28.  12.  47.  45.  13.  92.
  92.   0.   0.   0.  92.  47.  47. 159.  15.  45.  12. 119.  12.  12.
  12.  28.  12.  79. 124.  12.  88. 159.  13.  13.  47.  12.  12.  12.
  79.  15.  12.  12. 159.  79. 124.  12.  28.  79.  77. 156.  47.  78.
  78.  92.  45. 124.  12.   7. 159. 125.  93.  12.  13.  39. 124.   8.
  12.   0.   0.   0.]",0
"[ -1.  -1.  -1.  17.  47. 125.  28.  12.  92.  30.  78.  64. 159.  92.
  47.  78.  12. 145. 145.  13.  47. 125.  28.  12.  92.  30.  78.  64.
 159.  92.  47.  78.  12. 145. 145.   5.  28.  28.  28.  28.  93.  28.
  47.   0.  13. 127.  44.  44.  44. 144. 144.  44. 124. 124.  12.  12.
  12.  79. 124.  12.  28.  47.  47.  77.  78.  12.  92.  64.]",0
"[ -1.  -1.  -1.   0.  12.  15.  79.  12.  28.  28.  12.  47.  47.  13.
  92.  13.  28.  12.  47.   0.  12.  13.  13.  12.  12.  73.  13.  13.
  13.  47.  73.  12.  12.  44. 124. 124.  15.  15. 124. 159.  12. 159.
 159.  15.  79.  13.  15.  28.  28.  92.  92.  12.  12.  47.  13.  13.
  92.  13.  28.  47.  92.  47.  73.   0.]",0
"[ -1.  -1.  -1.   0.  12.  15.  79.  12.  28.  28.  12.  47.  47.   0.
  12.  13.  13.  12.  12.  12.  12.  44. 124. 124.  15.  15. 124.  15.
  15.  28.  28.  92.  92.  12.  12.   0.]",0
